Numero	Nom	Nom_recherche	Prenom	Autre_nom	Autre_prenom	Sexe	Dates_vie	Lieu_naiss	Date_naiss	Date_naiss_complete	Date_mort	Date_mort_complete	Musicien	S16	S17	S18	S19	S20	Vivant	Lettres	Profession	Domaine	Valdensia1	Valdensia2	Date_creation	Date_modification	Signature	Encours	Wikipedia	ArchiveBN
715	Henchoz	HENCHOZ	Marie			F	-1947	Châteaux d'Oex	1947		9999		1	0	0	0	0	0	1	henm	musicien / enseignant / maitre de rythmique	musique pour enfant / rythmique / Sautecroche	VDAC	 	12/06/1995	28/08/2013	TD	0	0	0
717	Jegerlehner	JEGERLEHNER	Michel		NULL	H			0		9999		0	0	0	0	0	0	0	jeg	Photograveur				12/06/1995	26/06/1995		1	0	0
718	Challand	CHALLAND	Anouck			F			0		9999		0	0	0	0	0	0	1	chad			VDAS	 	12/06/1995	10/05/2010	BS	1	0	0
719	Savary-Kellner	SAVARY-KELLNER		Famille Savary Kellner					0		9999		0	0	0	0	0	0	0	savk	famille		 	 	12/06/1995	09/06/2010	JH	1	0	0
720	Keshavjee	KESHAVJEE	Shafique			H	-1955		1955		9999		0	0	0	0	0	0	1	kes	pasteur / écrivain	théologie / littérature	ParVDAS	VDAC	12/06/1995	15/04/2011	BS	0	2	0
721	Knechtli	KNECHTLI	Jean	Hans Knechtli	Hans	H	1900-1973	Genève	1900	13/07/1900	1973	13/01/1973	0	0	0	0	0	1	0	knej	artiste peintre / violoncelliste	peinture / violoncelle	ParVDAC	VDAC	12/06/1995	23/10/2013	BS	1	0	0
722	Kraege	KRAEGE	Charles			H	-1919		1919	10/04/1919	9999		0	0	0	0	0	0	1	krac	toponymiste 	toponymie	VDAS	VDAC	12/06/1995	22/12/2016	BS	1	0	0
723	Küenzi	KÜENZI	Pierre			H			0		9999		0	0	0	0	0	0	1	kuep	"sculpteur 	 / boisselier "	beaux-arts / sculpture / boissellerie	VDAC	 	12/06/1995	27/07/2011	JH	1	0	0
724	Laedermann	LAEDERMANN	Erica			F			0		9999		0	0	0	0	0	0	1	lae	agricultrice / esthéticienne	agriculture / soins de beauté	ParVDAS	 	12/06/1995	23/06/2010	BS	1	0	0
725	Lasserre	LASSERRE	David			H	1882-1973	Genève	1882	1882.10.08	1973	07/12/1973	0	0	0	0	1	0	0	lasd	enseignant / historien	enseignement / histoire	ParVDAS	VDAC	12/06/1995	04/12/2013	BS	0	0	0
726	Maillefer	MAILLEFER	Denis			H	-1965	Pompaples	1965	28/08/1965	9999		0	0	0	0	0	0	1	maid	metteur en scène / comédien	théâtre	VDAC	VDAS	12/06/1995	06/04/2016	BS	1	0	0
727	Maillefer	MAILLEFER	Paul	Paul-Louis Maillefer		H	1862-1929	Ballaigues	1862	1862.10.14	1929	09/01/1929	0	0	0	0	1	0	0	maip	enseignant UNIL / historien / politicien	enseignement / UNIL / histoire / politique	VDAS	VDAC	12/06/1995	09/01/2014	BS	0	7	0
728	Manuel	MANUEL	François			H	1929-1994	Lausanne	1929	01/07/1929	1994	01/08/1994	0	0	0	0	0	1	0	manf	ornithologue / enseignant	ornithologie / avifaune / environnement / enseignement	VDAS	 	12/06/1995	15/11/2013	BS	1	0	0
729	Matter	MATTER	Jean			H	1915-1993	Montreux	1915	27/11/1915	1993	10/10/1993	1	0	0	0	0	1	0		musicologue / musicien	musicologie / musique	VDAS	VDAC	12/06/1995	18/04/2016	BS	0	0	0
730	Metraux	METRAUX	Michel			H			0		9999		0	0	0	0	0	0	0	metm					12/06/1995	30/03/2005		1	0	0
731	Miéville	MIEVILLE	Anne-Marie			F	-1945		1945		9999		0	0	0	0	0	0	1	miea	réalisatrice / cinéaste / écrivaine / scénariste	cinéma / réalisation / littérature	VDAC	VDAS	12/06/1995	15/04/2011	BS	0	2	0
732	Mouldi	MOULDI	Ben Fadhila			H	-1964		1964		9999		0	0	0	0	0	0	1	moul	roller skate	roller	ParVDAS	 	12/06/1995	02/05/2010	BS	1	0	0
733	Nestlé	NESTLE	Henri			H	1814-1890	Francfort-sur-le-Main	1814	1814.08.10	1890	1890.07.07	0	0	0	0	1	0	0	nes	pharmacien	pharmacie / lait en poudre	ParVDAS	VDAC	12/06/1995	28/09/2013	BS	0	0	0
734	Palézieux, de	DE PALEZIEUX		Famille de Palézieux dit Falconnet					0		9999		0	0	0	0	0	0	0	palf	famille		VDAC	 	12/06/1995	21/09/2012	BS	1	0	0
735	Pracchinetti	PRACCHINETTI	Claude			H			0		9999		0	0	0	0	0	0	1	prac	berger / photographe	photographie	TempVDA	 	12/06/1995	01/04/2010	BS	1	0	0
736	Prod'hom	PROD'HOM		Famille Prodhom					0		9999		0	0	0	0	0	0	0	prod	famille		 	 	12/06/1995	16/04/2012	NE	1	0	0
737	Quartier	QUARTIER	Claude			H			0		9999		0	0	0	0	0	0	1		journaliste / agence d'information agricole / 	agriculture / journalisme / agence d'information agricole 	VDAS	 	12/06/1995	01/04/2010	BS	1	0	0
738	Rapin	RAPIN	Aimée	Adeline Aimée Rapin	Adeline Aimée	F	1868-1956	Payerne	1868	1868.12.14	1956	19/05/1956	0	0	0	0	1	0	0	rapa	artiste peintre / graphiste	beaux-arts / peinture / graphisme	VDAC	 	12/06/1995	19/05/2015	BS	1	0	0
739	Reinhart	REINHART	Werner			H	1884-1951		1884		1951		0	0	0	0	1	0	0	rein	mécène / musicien	mécénat	TempVDA	 	12/06/1995	29/03/2010	BS	1	0	0
741	Reymond	REYMOND	Auguste			H	1825-1913		1825	1825.05.04	1913	22/07/1913	0	0	0	0	1	0	0	reyd	artiste / photographe	art / photographie	VDAC	 	12/06/1995	23/12/2012	BS	1	0	0
742	Richard	RICHARD	Sylvia			F			0		9999		0	0	0	0	0	0	1	rics	navigatrice 	compétition automobile 	ParVDAS	 	12/06/1995	21/03/2010	BS	1	0	0
743	Richard	RICHARD	Anne			F	-1963		1963		9999		0	0	0	0	0	0	1	rica	actrice / comédienne	cinéma / télévision / théâtre	VDAC	 	12/06/1995	21/03/2010	BS	1	0	0
744	Rossel	ROSSEL	François			H	1955-2015	Lausanne	1955	17/08/1955	9999	06/11/2015	0	0	0	0	0	1	0	rosf	poète / éditeur / psychologue / écrivain	poésie / édition / psychologie / littérature	VDAC	 	12/06/1995	10/11/2015	BS	0	8	0
745	Rosset	ROSSET	Jean-Claude			H	1936-2009		1936		2009		0	0	0	0	0	0	1	rosj	municipal à Lausanne	politique (libéral)	VDAS	 	12/06/1995	24/06/2009	BS	1	0	0
746	Schmidt	SCHMIDT	Catherine			F	-1961		1961		9999		0	0	0	0	0	0	1	schc	artiste  / découpeuse	découpage papier	VDAC	 	12/06/1995	14/03/2010	BS	1	0	0
747	Schulé	SCHULE	Gilbert			H	-1946		1946		9999		0	0	0	0	0	0	1	schg	peintre	beaux-arts / peinture	VDAC		12/06/1995	10/03/2009	BS	1	0	0
748	Sciboz	SCIBOZ	Véronique			F	-1957		1957		9999		0	0	0	0	0	0	1	sci	peintre / dessinateur	peinture / dessin / beaux-arts	VDAC	 	12/06/1995	13/03/2010	BS	1	0	0
749	Serex	SEREX	Jean			H	1921-1998		1921		1998		0	0	0	0	0	1	0	serj	architecte	architecture	VDAC	 	12/06/1995	13/03/2010	BS	1	0	0
750	Seylaz	SEYLAZ	Jean-Luc			H	1922-2008	Neuchâtel	1922	1922. 10.11.	2008	30/09/2008	0	0	0	0	0	1	0	sey	enseignant UNIL / bellettrien	langue française / littérature française / Société Belles-Lettres	VDAC	VDAS	12/06/1995	15/02/2017	BS	1	0	0
751	Stadler	STADLER	Rodolphe			H	1891-1978		1891		1978		0	0	0	0	1	0	0	star	entrepreneur / industriel / homme d'affaires	entreprise / industrie / économie / affaires	ParVDAS	 	12/06/1995	13/03/2010	BS	1	0	0
752	Tappe	TAPPE	Horst			H	1938-2005		1938	13/05/1938	2005	21/08/2005	0	0	0	0	0	1	0		artiste / photographe	art / photographie	ParVDAC	VDAC	12/06/1995	13/06/2017	BS	1	0	0
753	Tétaz	TETAZ	Irène			F	-1963		1963		9999		0	0	0	0	0	0	1	tet	peintre	beaux-arts / peinture	VDAC	 	12/06/1995	07/03/2010	BS	1	0	0
754	Tschumi	TSCHUMI	Jean			H	1904-1962	Genève	1904	18/02/1904	1962	25/01/1962	0	0	0	0	0	1	0	tsc	architecte	architecture	ParVDAC	VDAC	12/06/1995	13/12/2016	BS	1	0	0
755	Vallotton	VALLOTTON	Paul			H	1864-1936		1864		1936		0	0	0	0	1	0	0	vall	galeriste / marchand de tableaux	galerie d'art /	VDAS	 	12/06/1995	15/02/2010	BS	1	0	0
756	Voïta	VOITA	Michel			H	-1957		1957	01/03/1957	9999		0	0	0	0	0	0	1	voim	acteur / comédien / metteur en scène	théâtre	VDAC	 	12/06/1995	06/04/2016	BS	1	0	0
757	Voïta	VOÏTA	Bernard	Bernard Voïta		H	-1960	Cully	1960	02/06/1960	9999		0	0	0	0	0	0	1	voib	artiste / photographe / plasticien	art / photographie / arts visuels	VDAC	 	12/06/1995	11/02/2013	BS	1	0	0
758	Vuillomenet	VUILLOMENET	Jean-Pierre			H	-1937		1937		9999		0	0	0	0	0	0	1	vui	écrivain	littérature / récit	VDAC	 	12/06/1995	14/07/2011	BS	0	0	0
759	Weber-Perret	WEBER-PERRET	Myrian			H	1922-1985	Marseille	1922	30/08/1922	1985	13/04/1985	0	0	0	0	0	1	0	web	essayiste / journaliste / critique littéraire / poète / écrivain	essai / journalisme / critique littéraire / poésie / littérature	ParVDAC	VDAC	12/06/1995	06/10/2016	BS	0	1	0
760	Aegerter	AEGERTER	Isabelle			F			0		9999		0	0	0	0	0	0	0	aeg	infirmière	pays en voie de  développement / travail pour l'Association Tracks-Suisse	VDAS	 	20/06/1995	22/12/2009	BS	1	0	0
761	Aubort	AUBORT	Daniel			H	1951?		1951		9999		0	0	0	0	0	0	1	aubd	photographe animalier	photographie	VDAC	 	20/06/1995	18/08/2010	BS	1	0	0
762	Barraud	BARRAUD	Philippe			H	-1949	Lausanne	1949	12/04/1949	9999		0	0	0	0	0	0	1	barp	journaliste / écrivain / photographe	journalisme / littérature / photographie	VDAC	VDAS	20/06/1995	04/12/2014	TD	0	7	0
763	Berger	BERGER	Jacques-Edouard			H	1945-1993		1945	24/05/1945	1993	10/11/1993	0	0	0	0	0	1	0	berj	historien d'art / égyptologue / conférencier	histoire de l'art	VDAS	VDAC	20/06/1995	23/10/2013	BS	0	0	0
764	Berger	BERGER	Ric	Richard Berger		H	1894-1984	Yens-sur-Morges	1894	1894.08.16	1984	04/08/1984	0	0	0	0	1	0	0	beri	instituteur / historien / dessinateur / linguiste / philologue	enseignement / histoire / architecture /  langues / linogravure / dessin / art	VDAS	VDAC	20/06/1995	09/06/2015	BS	1	0	0
765	Biéler	BIELER	Philippe			H	-1954		1954		9999		0	0	0	0	0	0	1	biep	conseiller d'Etat (1994-2003) / président de Patrimoine suisse	politique (Verts) / patrimoine	VDAS	 	20/06/1995	20/09/2010	BS	1	0	0
766	Blok	BLOK	Stéphane	Stéphane Bloch		H	-1971	Lausanne	1971	10/07/1971	9999		1	0	0	0	0	0	1	blos	musicien / compositeur / interprète / vidéaste	musique / composition / cinéma	VDAC	 	20/06/1995	10/02/2014	FRU	0	6	0
767	Bruni	BRUNI	Vittorio			H	-1945	Marina di S. Vito (IT)	1945	04/08/1947	9999		0	0	0	0	0	0	1	bruv	peintre / sculpteur	peinture / sculpture	ParVDAC	 	20/06/1995	20/11/2013	STAG1	1	0	0
768	Burckhardt	BURCKHARDT	Christof W.			H	-1927	Zurich	1927	16/02/1927	9999		0	0	0	0	0	0	1	burt	écrivain / physicien / enseignantde microtechnique à l'EPFL	littérature / physique / microtechnique	ParVDAS	 	20/06/1995	10/11/2015	BS	0	0	0
769	Campiche	CAMPICHE		Famille Campiche					0		9999		0	0	0	0	0	0	0	camp	famille		 	 	20/06/1995	22/08/2016	BS	1	0	0
770	Chapallaz	CHAPALLAZ	Jean-Marc			H			0		9999		0	0	0	0	0	0	0		ingénieur EPFL/SIA	ingénieur EPFL/SIA	VDAS	 	20/06/1995	17/02/2015	BS	1	0	0
771	Courvoisier	COURVOISIER	Sylvie			F	-1968	Lausanne	1968	30/11/1968	9999		1	0	0	0	0	0	1	cous	musicienne / pianiste / compositrice 	musique / piano / composition / jazz / musique improvisée	ParVDAC	 	20/06/1995	23/08/2017	SUK	0	6	0
772	De Grandi	DE GRANDI	Italo 	Italo de Grandi		H	1912-1988	Vevey	1912	20/02/1912	1988	11/10/1988	0	0	0	0	0	1	0	degi	peintre / sculpteur	beaux-arts / sérigraphie	VDAC	 	20/06/1995	24/10/2013	BS	1	0	0
773	Deriex	DERIEX	Suzanne	Suzanne Cuendet-Piguet		F	-1926	Yverdon-les-Bains	1926	16/04/1926	9999		0	0	0	0	0	0	1	ders	écrivain	littérature / radio / journalisme	VDAC	 	20/06/1995	12/11/2016	BS	0	9	0
774	Desarzens	DESARZENS	Corinne			F	-1952		1952	27/08/1952	9999		0	0	0	0	0	0	1	desc	écrivain / journaliste / peintre	littérature / journalisme / peinture	VDAC	 	20/06/1995	05/10/2012	BS	0	9	0
775	Dolivo	DOLIVO	Jean-Michel			H	-1951		0		9999		0	0	0	0	0	0	1	dol	avocat	droit	VDAS		20/06/1995	06/04/2009	TD	1	0	0
776	Dumont	DUMONT	Hervé			H	-1943		1943	15/02/1943	9999		0	0	0	0	0	0	1	dumh	enseignant /  historien du cinéma / directeur Cinémathèque suisse	enseignement /  cinéma / Cinémathèque suisse	ParVDAC	ParVDAS	20/06/1995	11/02/2016	STAG1	0	18	0
777	Forel	FOREL	Alexis			H	1852-1922	Morges	1852	1852.05.05	1922	25/12/1922	0	0	0	0	1	0	0	fore	chimiste / graveur / aquafortiste / archéologue / collectionneur d'art / belletrien	chimie / gravure / beaux-arts / archéologie / Belles-lettres	VDAS	VDAC	20/06/1995	08/11/2012	TD	0	0	0
778	Fornerod	FORNEROD	Françoise			F	-1940		1940		9999		0	0	0	0	0	0	1	ford	historienne / enseignante	histoire / enseignement	VDAS	 	26/06/1995	09/09/2013	BS	1	0	0
779	Freymond	FREYMOND	Héli			H			0		1868		0	0	0	0	1	0	0	freh	condamné à mort / criminel	crime 	VDAS	VDAC	26/06/1995	30/06/2010	BS	1	0	0
780	Furlan	FURLAN	Massimo			H	-1965	Lausanne	1965	08/10/1965	9999		0	0	0	0	0	0	1	fur	peintre / scénographe / enseignant / plasticien /	peinture / théâtre / affiche / enseignement	VDAC	 	26/06/1995	08/11/2012	TD	1	0	0
781	Gasparin	GASPARIN 	Valérie de 	Goru Antoine	Valérie de Gasparin Boissier	F	1813-1894	Genève	1813	1813.09.13	1894	1894.06.16	0	0	0	0	1	0	0	gasv	écrivain	littérature	VDAC	 	26/06/1995	05/12/2016	BS	1	0	0
782	Gloor	GLOOR	Pierre-André	Pierre-André-Ernest Gloor	Pierre-André-Ernest	H	1922-1992		1922		1992		0	0	0	0	0	1	0	glo	enseignant UNIL / médecin / psychiatre / psychanalyste / sexologue / anthropologue	enseignement / UNIL / médecine / psychiatrie / psychanalyse / sexologie / anthropologie	VDAS	 	26/06/1995	11/04/2010	BS	1	0	0
783	Golaz	GOLAZ	André		NULL	H			0		9999		0	0	0	0	0	0	0	gola	directeur de l'Hôpital de Morges	hôpitaux médecine			26/06/1995	21/05/2001		1	0	0
784	Goumoens, de	DE GOUMOENS		Famille de Goumoens		-			0		9999		0	0	0	0	0	0	0	gou	famille		VDAC	 	26/06/1995	12/06/2010	BS	1	0	0
785	Haldi	HALDI	René						0		9999		0	0	0	0	0	0	1	halr			VDAC	 	26/06/1995	26/07/2010	BS	1	0	0
786	Hottiger	HOTTIGER	Marc			H	1967		1967		9999		0	0	0	0	0	0	0	hot	footballeur / sportif	football / sport			26/06/1995	06/12/2006		1	0	0
787	Hurni	HURNI	Maurice			H	-1951		1951		9999		0	0	0	0	0	0	1	hur	médecin psychiatre /  psychanalyste / sexologue / psychothérapeute	psychiatrie / psychanalyse / sexologie / psychothérapie	VDAS	 	26/06/1995	29/07/2010	BS	1	0	0
788	Isoz	ISOZ	Etienne			H	1905-1986	Budapest	1905	22/12/1905	1986	1986/10	1	0	0	0	0	1	0	iso	musicien / compositeur	musique / composition	ParVDAC	VDAC	26/06/1995	28/08/2013	TD	0	0	0
789	Kokoschka	KOKOSCHKA	Oskar			H	1886-1980	  Pöchlarn (Autriche)	1886	1886.03.01	1980	22/02/1980	0	0	0	0	1	0	0	kok	artiste peintre / dessinateur / graphiste	beaux-arts / peinture / dessin	TempVDA	VDAC	26/06/1995	05/04/2017	BS	0	0	0
790	Louise (de Savoie, dite la Bienheureuse)	LOUISE (de Savoie, dite la Bienheureuse)				F	1462-1503		0		9999		0	0	0	0	0	0	0	loui					26/06/1995	23/09/2003		1	0	0
791	Marcel	MARCEL		Famille Marcel					0		9999		0	0	0	0	0	0	0	marf	famille		 	 	26/06/1995	09/06/2010	JH	1	0	0
792	Métraux	METRAUX	Bernard			H	-1963		1963	05/07/1963	9999		0	0	0	0	0	0	1	met	municipal POP en charge de la police (1995-2001)	politique / POP	VDAS	 	26/06/1995	15/02/2017	BS	1	0	0
793	Meyer	MEYER	Dominique			H	1958-1993	Bienne	1958	25/03/1958	1993	07/04/1993	0	0	0	0	0	1	0	meye	comédien / metteur en scène	théâtre / mise en scène	ParVDAC	 	26/06/1995	23/10/2013	BS	1	0	0
794	Meyer	MEYER	Dominique		NULL	H			0		9999		0	0	0	0	0	0	0	meyd	Ex-directeur du TML-Opéra de Lausanne (1994-?)				26/06/1995	25/01/2002		1	0	0
795	Meylan	MEYLAN	Philippe			H	1893-1972		1893	1893.05.23	1972	29/09/1972	0	0	0	0	1	0	0	meyp	enseignant UNIL / bellettrien	droit / enseignement / Société Belles-Lettres	VDAS	VDAC	26/06/1995	06/06/2013	BS	0	0	0
797	Morand	MORAND	Paul			H	1888-1976	Paris	1888	1888.03.13	1976	23/07/1976	0	0	0	0	1	0	0	morp	écrivain / diplomate	littérature / diplomatie française	ParVDAC	ParVDAS	26/06/1995	15/10/2013	BS	1	0	0
798	Moreillon	MOREILLON	Richard			H	1895-1952		1895		1952		0	0	0	0	1	0	0	morr	théologien / pasteur	religion / théologie / prédication	VDAS	VDAC	26/06/1995	02/05/2010	BS	1	0	0
799	Neirynck	NEIRYNK	Jacques			H	-1931	Uccle 	1931	17/08/1931	9999		0	0	0	0	0	0	1	nei	ingénieur électricien / chercheur / écrivain / enseignant / homme politique	littérature / électricité / science / politique	ParVDAS	VDAC	26/06/1995	03/09/2014	BS	0	11	0
800	Nicod	NICOD	Bernard			H	1931-1999		1931		1999		0	0	0	0	0	1	0	nicb	directeur des programmes de la RSR	radio télévision	VDAS	VDAC	28/06/1995	14/04/2010	BS	1	0	0
801	Oppliger	OPPLIGER	Simone			F	1947-2006		1947		2006		0	0	0	0	0	1	0	opp	artiste / photographe / reporter	art / photographie / reportage	ParVDAC		28/06/1995	19/05/2009	BS	1	0	0
802	Nydegger	NYDEGGER	Claire			F	-1960	Lausanne	1960	03/08/1960	9999		0	0	0	0	0	0	1	nyd	peintre	beaux-arts / peinture / huile / aquarelle / gravure	VDAC	VDAS	28/06/1995	04/12/2014	TD	0	18	0
803	Ott	OTT	Sandrine			F			0		9999		0	0	0	0	0	0	1	ott	conseillère communale	municipalité Lausanne	VDAS	 	28/06/1995	11/04/2010	BS	1	0	0
804	Paschoud	PASCHOUD	John			H	1901-1999		1901		1999		0	0	0	0	0	1	0	pas	artiste peintre	beaux-arts / peinture	VDAC	 	29/06/1995	11/04/2010	BS	1	0	0
805	Payot	PAYOT	Edouard			H	1874-1956		1874		1956		0	0	0	0	1	0	0	pay	photographe	photographie	VDAC	 	29/06/1995	10/04/2010	BS	1	0	0
806	Perrin	PERRIN	Liliane			F	1940-1995		1940		1995		0	0	0	0	0	0	1	perl	journaliste / écrivain / auteur dramatique / animatrice de radio	journalisme / littérature / théâtre / radio	VDAC	 	29/06/1995	16/06/2011	BS	0	11	0
807	Poletti	POLETTI	Rosette			F	-1938	Payerne	1938	21/10/1938	9999		0	0	0	0	0	0	1	polr	infirmière / docteur en sciences de l'éducation / psychothérapeute	médecine / psychiatrie	VDAS	VDAC	29/06/1995	24/05/2017	BS	0	0	0
809	Saire	SAIRE	Philippe			H	-1957	Algérie	1957	11/12/1957	9999		0	0	0	0	0	0	1	saip	danseur / chorégraphe	danse / chorégraphie	VDAC	 	29/06/1995	27/10/2014	TD	0	20	0
810	Savary-kellner	SAVARY-KELLNER	Jules et Sophie		NULL				0		9999		0	0	0	0	0	0	0	savk					29/06/1995	18/11/1999		1	0	0
811	Schopfer	SCHOPFER	Loul	Loul-Aline Schopfer	Loul-Aline	F	1922-2004	Le Sentier	1922	18/07/1922	2004	03/01/2004	0	0	0	0	0	1	0	scl	dessinatrice / sculptrice	beaux-arts / dessin / sculpture	VDAC	 	29/06/1995	04/01/2014	BS	0	0	0
812	Scolari	SCOLARI	Henri			H	1923-2011		1923		2011		1	0	0	0	0	0	0	sco	compositeur / musicien	musique / composition	ParVDAC	 	29/06/1995	26/08/2014	FRU	0	20	0
813	Sillig	SILLIG	Olivier			H	-1951	Lausanne	1951	18/05/1951	9999		0	0	0	0	0	0	1	silo	psychologue / informaticien / peintre / cinéaste / écrivain	psychologie / informatique / peinture / cinéma / littérature	VDAC	VDAS	29/06/1995	29/10/2014	TD	0	10	0
814	Stadler	STADLER	Jean	Baron Da Sytha			-1915		1915		9999		0	0	0	0	0	0	1	sta	peintre / graphiste	peinture / graphisme	ParVDAC	 	29/06/1995	13/03/2010	BS	1	0	0
815	Steinegger	STEINEGGER	Elodie			F			0		9999		0	0	0	0	0	0	1	stee	violoniste	violon	VDAC	 	29/06/1995	13/03/2010	BS	1	0	0
816	Vallotton	VALLOTTON	Paul			H	1919-2010		1919		2010		0	0	0	0	0	1	0	valp	homme de radio-TV et théâtre / écrivain / juriste / bellettrien	téléradiodiffusion / théâtre / droit / Société Belles-Lettres	VDAC	VDAS	29/06/1995	08/05/2011	BS	0	5	0
819	Zbinden	ZBINDEN	Yves			H	-1955	Yverdon-les-Bains	1955		9999		0	0	0	0	0	0	1	zbiy	sculpteur	beaux-arts / sculpture	VDAC	 	29/06/1995	27/12/2016	BS	1	0	0
820	Aubert	AUBERT	Samuel			H			0		9999		0	0	0	0	0	0	1	aubs		récit de vie	VDAC	 	29/06/1995	18/08/2010	BS	1	0	0
823	Marti	MARTI	Claude			H	1927?-2004		1927		2004		0	0	0	0	0	1	0	mart	conseiller en communication	communication			29/06/1995	02/06/2006		1	0	0
824	Aeschlimann	AESCHLIMANN	Maurice			H	1905-1953		1905		1953		0	0	0	0	0	1	0		rédacteur	journalisme			01/07/1995	07/02/2006		1	0	0
825	Aguet	AGUET	Francis			H	-1934		1934		9999		0	0	0	0	0	0	1		chancelier	politique	VDAS		01/07/1995	05/01/2009	BS	1	0	0
826	Alessandro	ALESSANDRO	Raffaele d'			H	1911-1959	Saint-Gall	1911	17/03/1911	1959	17/03/1959	1	0	0	0	0	1	0	ale	musicien / compositeur	musique / composition	ParVDAC	 	01/07/1995	15/10/2013	TD	0	17	0
827	Alexath	ALEXATH	Georges			H	1910-1979	Moscou	1910	04/01/1910	1979	03/06/1979	0	0	0	0	0	1	0		opérateur de cinéma	cinéma / Gamma-Film Lausanne / Ciné-Journal suisse	TempVDA	 	01/07/1995	04/01/2014	BS	1	0	0
828	Amon	AMON	Albert			H	-1916		1916		9999		0	0	0	0	0	0	1		industriel	économie / SICPA / encres de sécurité / solutions de sécurité intégrées pour billets de banque 	VDAS	 	01/07/1995	16/08/2010	BS	1	0	0
829	Arnold	ARNOLD	Pierre			H	1921-2007	Ballaigues	1921	22/11/1921	2007	25/03/2007	0	0	0	0	0	1	0	arn	directeur / pdg	économie / Migros	VDAS	 	01/07/1995	08/02/2017	BS	1	0	0
830	Balmelli	BALMELLI	Bruno			H	1909-2001		1909		2001		0	0	0	0	0	0	0		entrepreneur	économie	 	 	01/07/1995	03/08/2010	TD	1	0	0
831	Barbey	BARBEY	Bernard			H	1900-1970	Montcherand	1900	02/07/1900	1970	26/01/1970	0	0	0	0	0	1	0	babe	conseiller culturel / écrivain / militaire	culture / littérature / armée	VDAS	VDAC	01/07/1995	25/01/2016	BS	0	22	0
832	Barman	BARMAN	Armand			H	1920-2010		1920		2010		0	0	0	0	0	1	0		politicien	politique	ParVDAS	 	01/07/1995	19/08/2010	BS	1	0	0
833	Baudet	BAUDET	Marcel			H	1900-1986		1900		1986		0	0	0	0	0	1	0		géomètre	terrain / cadastre	VDAS	 	01/07/1995	05/01/2010	BS	1	0	0
834	Baumann	BAUMANN	Paul			H	1910-1975	Crissier	1910	07/08/1910	1975	22/08/1975	0	0	0	0	0	1	0		peintre	beaux-arts / peinture	VDAC	 	01/07/1995	24/10/2012	TD	1	0	0
835	Béguin	BEGUIN	Pierre			H	1903-1978		1903		1978		0	0	0	0	0	1	0	begp	journaliste / directeur / bellettrien	journalisme / Gazette de Lausanne / Société Belles-Lettres	VDAS	VDAC	01/07/1995	04/07/2010	BS	1	0	0
836	Béranger	BERANGER	Jean			H	1903-1988	Bière	1903	25/10/1903	1988	13/09/1988	0	0	0	0	0	1	0		archéologue / enseignant / UNIL	archéologie / enseignement UNIL	VDAS	VDAC	01/07/1995	18/04/2016	BS	1	0	0
837	Berchem	BERCHEM	Denis van			H	1908-1994	Eaux-Vives (auj. Genève)	0	19/12/1908	9999	07/05/1994	0	0	0	0	0	1	0		colonel / professeur	docteur Honoris causa de l'Unil	TempVDA	ParVDAC	01/07/1995	14/09/2016	BS	1	0	0
838	Bernard	BERNARD	Richard-Edouard	Reb		H	1919-1977		1919		1977		0	0	0	0	0	1	0	berre	écrivain / poète / metteur en scène / bellettrien	littérature / poésie / théâtre / Société Belles-Lettres	VDAC	 	01/07/1995	14/07/2011	BS	0	14	0
839	Bidal	BIDAL	Denise			F	1912-1989	Nyon	1912	04/09/1912	1989	16/07/1989	1	0	0	0	0	1	0	bid	musicienne / pianiste / enseignante	musique / piano / enseignement	VDAC	 	01/07/1995	05/02/2014	FRU	0	6	0
840	Blanc	BLANC	Géo H.	Georges Henri Blanc		H	1908-1991		1908	03/03/1908	1991	24/08/1991	0	0	0	0	0	1	0	blag	écrivain / auteur dramatique / parolier	littérature / théâtre / radio	VDAC	 	01/07/1995	08/10/2012	BS	0	8	0
841	Blanc	BLANC	Marcel			H	-1935		1935		9999		0	0	0	0	0	0	1		conseiller d'Etat	Conseil d''Etat	VDAS	 	01/07/1995	26/09/2010	BS	1	0	0
842	Bonjour	BONJOUR	Emile		Emile-Henri Bonjour	H	1862-1941		1862	1862.11.25	1941	09/11/1941	0	0	0	0	1	0	0		journaliste / directeur du Musée cantonal des beaux-arts / cofondateur de l'AMSBa	journalisme / beaux-arts / Commission fédérale des beaux-arts	VDAS	VDAC	01/07/1995	22/10/2012	TD	0	8	0
843	Bonnard	BONNARD	Pierre			H	1911-2003	Lausanne	1911	18/11/1911	2002	09/01/2003	0	0	0	0	0	1	0		théologien / enseignant UNIL	théologie	VDAS	VDAC	01/07/1995	20/08/2015	BS	0	0	0
844	Boolsky	BOOLSKY	Jacques	Jacques Bogopolsky		H	1895-1962		1895	1895.12.31	1962	1962.31.12	0	0	0	0	1	0	0	bool	cinéaste / industriel / Paillard Bolex / Boolsky	cinéma / économie / entreprise / Sainte-Croix	ParVDAS	VDAC	01/07/1995	09/01/2015	BS	1	0	0
845	Boulanger	BOULANGER	Mousse	Berthe Hostettler		F	-1926		1926	03/11/1926	9999		0	0	0	0	0	0	1	boul	écrivain / poète / critique littéraire / productrice à la radio	littérature / poésie / critique littéraire / radio	ParVDAC	VDAC	01/07/1995	10/02/2017	BS	0	9	0
